width,height,channels,color_mode,format,dpi_x,dpi_y,file_size_bytes,file_size_mb,aspect_ratio,megapixels,data_type,is_multi_page,is_valid,error,image_path,category,scanner,scanner_model,tamper_type,filename
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-1\s1_61.tif,official_docs,Canon120-1,Canon120-1,original,s1_61.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-1\s1_68.tif,official_docs,Canon120-1,Canon120-1,original,s1_68.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-1\s1_70.tif,official_docs,Canon120-1,Canon120-1,original,s1_70.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-1\s1_76.tif,official_docs,Canon120-1,Canon120-1,original,s1_76.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-1\s1_83.tif,official_docs,Canon120-1,Canon120-1,original,s1_83.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-1\s1_87.tif,official_docs,Canon120-1,Canon120-1,original,s1_87.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-1\s1_60.tif,official_docs,Canon120-1,Canon120-1,original,s1_60.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-1\s1_61.tif,official_docs,Canon120-1,Canon120-1,original,s1_61.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-1\s1_68.tif,official_docs,Canon120-1,Canon120-1,original,s1_68.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-1\s1_70.tif,official_docs,Canon120-1,Canon120-1,original,s1_70.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-1\s1_76.tif,official_docs,Canon120-1,Canon120-1,original,s1_76.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-1\s1_83.tif,official_docs,Canon120-1,Canon120-1,original,s1_83.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-1\s1_87.tif,official_docs,Canon120-1,Canon120-1,original,s1_87.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-2\s2_66.tif,official_docs,Canon120-2,Canon120-2,original,s2_66.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-2\s2_73.tif,official_docs,Canon120-2,Canon120-2,original,s2_73.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-2\s2_81.tif,official_docs,Canon120-2,Canon120-2,original,s2_81.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-2\s2_98.tif,official_docs,Canon120-2,Canon120-2,original,s2_98.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-2\s2_66.tif,official_docs,Canon120-2,Canon120-2,original,s2_66.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-2\s2_73.tif,official_docs,Canon120-2,Canon120-2,original,s2_73.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-2\s2_81.tif,official_docs,Canon120-2,Canon120-2,original,s2_81.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon120-2\s2_98.tif,official_docs,Canon120-2,Canon120-2,original,s2_98.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_100.tif,official_docs,Canon220,Canon220,original,s3_100.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_47.tif,official_docs,Canon220,Canon220,original,s3_47.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_65.tif,official_docs,Canon220,Canon220,original,s3_65.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_83.tif,official_docs,Canon220,Canon220,original,s3_83.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_84.tif,official_docs,Canon220,Canon220,original,s3_84.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_85.tif,official_docs,Canon220,Canon220,original,s3_85.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_86.tif,official_docs,Canon220,Canon220,original,s3_86.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_87.tif,official_docs,Canon220,Canon220,original,s3_87.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_88.tif,official_docs,Canon220,Canon220,original,s3_88.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_89.tif,official_docs,Canon220,Canon220,original,s3_89.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_90.tif,official_docs,Canon220,Canon220,original,s3_90.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_91.tif,official_docs,Canon220,Canon220,original,s3_91.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_92.tif,official_docs,Canon220,Canon220,original,s3_92.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_93.tif,official_docs,Canon220,Canon220,original,s3_93.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_94.tif,official_docs,Canon220,Canon220,original,s3_94.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_95.tif,official_docs,Canon220,Canon220,original,s3_95.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_96.tif,official_docs,Canon220,Canon220,original,s3_96.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_97.tif,official_docs,Canon220,Canon220,original,s3_97.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_98.tif,official_docs,Canon220,Canon220,original,s3_98.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_99.tif,official_docs,Canon220,Canon220,original,s3_99.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_100.tif,official_docs,Canon220,Canon220,original,s3_100.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_47.tif,official_docs,Canon220,Canon220,original,s3_47.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_65.tif,official_docs,Canon220,Canon220,original,s3_65.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_83.tif,official_docs,Canon220,Canon220,original,s3_83.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_84.tif,official_docs,Canon220,Canon220,original,s3_84.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_85.tif,official_docs,Canon220,Canon220,original,s3_85.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_86.tif,official_docs,Canon220,Canon220,original,s3_86.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_87.tif,official_docs,Canon220,Canon220,original,s3_87.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_88.tif,official_docs,Canon220,Canon220,original,s3_88.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_89.tif,official_docs,Canon220,Canon220,original,s3_89.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_90.tif,official_docs,Canon220,Canon220,original,s3_90.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_91.tif,official_docs,Canon220,Canon220,original,s3_91.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_92.tif,official_docs,Canon220,Canon220,original,s3_92.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_93.tif,official_docs,Canon220,Canon220,original,s3_93.tif
2480,3508,3,RGB,TIFF,301.0,301.0,26106949,24.898,0.707,8.7,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_94.tif,official_docs,Canon220,Canon220,original,s3_94.tif
1240,1752,3,RGB,TIFF,150.0,150.0,6519605,6.218,0.708,2.17,uint8,False,True,,C:\Users\Dell\OneDrive\Desktop\TraceFinder_Project\data\raw\official_docs\Canon220\s3_95.tif,official_docs,Canon220,Canon220,original,s3_95.tif
